Jannik Sinner (14165339),Ons Jabeur (14165338),Cori Gauff (14165336),Alison Riske (14165332),Marin Cilic (14165330),Dusan Lajovic (14165327),50000,0.0798257,0
Marc Polmans (14165352),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49800,0.0437688,0
Fiona Ferro (14165353),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),49900,0.0487914,0
Nao Hibino (14165354),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Diego Schwartzman (14165321),Madison Keys (14165318),Roger Federer (14165316),50000,0.0450369,0
Cristian Garin (14165355),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0566351,0
Tennys Sandgren (14165356),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0475205,0
Barbora Krejcikova (14165357),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49800,0.045782,0
Barbora Krejcikova (14165357),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Novak Djokovic (14165314),50000,0.045782,0
Alejandro Davidovich Fokina (14165358),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0402446,0
Philipp Kohlschreiber (14165359),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0340112,0
Michael Mmoh (14165360),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0313949,0
Polona Hercog (14165361),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.0291524,0
Polona Hercog (14165361),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.0291524,0
Arantxa Rus (14165362),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0196996,0
Filip Krajinovic (14165363),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49700,0.0130066,0
Tamara Zidansek (14165364),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49000,0.00971747,0
Tatsuma Ito (14165365),Yoshihito Nishioka (14165343),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),48600,0.00971747,0
Sorana Cirstea (14165345),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Stefanos Tsitsipas (14165320),Roger Federer (14165316),50000,0.0541943,0
Caroline Wozniacki (14165346),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roberto Bautista-Agut (14165319),Roger Federer (14165316),50000,0.0575656,0
Lin Zhu (14165347),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),49900,0.0548498,0
Gregoire Barrere (14165348),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0528276,0
Benoit Paire (14165349),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0495259,0
Tommy Paul (14165350),Jordan Thompson (14165344),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49900,0.0453859,0
Greet Minnen (14165351),Jordan Thompson (14165344),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),50000,0.0473514,0
Marc Polmans (14165352),Jordan Thompson (14165344),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Ashleigh Barty (14165317),50000,0.0379571,0
Fiona Ferro (14165353),Jordan Thompson (14165344),Caroline Garcia (14165342),Diego Schwartzman (14165321),Madison Keys (14165318),Roger Federer (14165316),50000,0.0425838,0
Nao Hibino (14165354),Jordan Thompson (14165344),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0403706,0
Cristian Garin (14165355),Jordan Thompson (14165344),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0487699,0
Tennys Sandgren (14165356),Jordan Thompson (14165344),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49900,0.0408474,0
Barbora Krejcikova (14165357),Jordan Thompson (14165344),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0397852,0
Alejandro Davidovich Fokina (14165358),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0365439,0
Philipp Kohlschreiber (14165359),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0292351,0
Michael Mmoh (14165360),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.0269863,0
Michael Mmoh (14165360),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.0269863,0
Polona Hercog (14165361),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49700,0.0250587,0
Polona Hercog (14165361),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49900,0.0250587,0
Arantxa Rus (14165362),Jordan Thompson (14165344),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Serena Williams (14165315),Novak Djokovic (14165314),49800,0.0169333,0
Filip Krajinovic (14165363),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49600,0.0111801,0
Tamara Zidansek (14165364),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),48900,0.00835289,0
Tatsuma Ito (14165365),Jordan Thompson (14165344),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),48500,0.00835289,0
Caroline Wozniacki (14165346),Sorana Cirstea (14165345),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Roger Federer (14165316),50000,0.0595448,0
Lin Zhu (14165347),Sorana Cirstea (14165345),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),50000,0.0547698,0
Gregoire Barrere (14165348),Sorana Cirstea (14165345),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.051727,0
Benoit Paire (14165349),Sorana Cirstea (14165345),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0486067,0
Tommy Paul (14165350),Sorana Cirstea (14165345),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),50000,0.045629,0
Greet Minnen (14165351),Sorana Cirstea (14165345),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),49900,0.0463649,0
Marc Polmans (14165352),Sorana Cirstea (14165345),Caroline Garcia (14165342),Diego Schwartzman (14165321),Madison Keys (14165318),Roger Federer (14165316),50000,0.0384048,0
Fiona Ferro (14165353),Sorana Cirstea (14165345),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0434825,0
Nao Hibino (14165354),Sorana Cirstea (14165345),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0402391,0
Cristian Garin (14165355),Sorana Cirstea (14165345),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0486111,0
Tennys Sandgren (14165356),Sorana Cirstea (14165345),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49800,0.0399965,0
Tennys Sandgren (14165356),Sorana Cirstea (14165345),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Novak Djokovic (14165314),50000,0.0399965,0
Barbora Krejcikova (14165357),Sorana Cirstea (14165345),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Roger Federer (14165316),Serena Williams (14165315),50000,0.0396556,0
Alejandro Davidovich Fokina (14165358),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49900,0.0357826,0
Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.0286261,0
Philipp Kohlschreiber (14165359),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.0286261,0
Michael Mmoh (14165360),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49700,0.0264241,0
Michael Mmoh (14165360),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49900,0.0264241,0
Polona Hercog (14165361),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),50000,0.0250221,0
Arantxa Rus (14165362),Sorana Cirstea (14165345),Caroline Garcia (14165342),Ashleigh Barty (14165317),Serena Williams (14165315),Novak Djokovic (14165314),50000,0.016728,0
Filip Krajinovic (14165363),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49500,0.0109472,0
Tamara Zidansek (14165364),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),48800,0.00817887,0
Tatsuma Ito (14165365),Sorana Cirstea (14165345),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),48400,0.00817887,0
Lin Zhu (14165347),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Dusan Lajovic (14165327),Madison Keys (14165318),Serena Williams (14165315),49900,0.0571511,0
Gregoire Barrere (14165348),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),50000,0.0541013,0
Benoit Paire (14165349),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roberto Bautista-Agut (14165319),Madison Keys (14165318),49900,0.05072,0
Tommy Paul (14165350),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),49900,0.0476129,0
Greet Minnen (14165351),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Diego Schwartzman (14165321),Madison Keys (14165318),Roger Federer (14165316),50000,0.0491237,0
Marc Polmans (14165352),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.041791,0
Fiona Ferro (14165353),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0461875,0
Nao Hibino (14165354),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0420644,0
Cristian Garin (14165355),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49900,0.0507246,0
Tennys Sandgren (14165356),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0421938,0
Barbora Krejcikova (14165357),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),50000,0.0437132,0
Alejandro Davidovich Fokina (14165358),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49800,0.0373383,0
Alejandro Davidovich Fokina (14165358),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),50000,0.0373383,0
Philipp Kohlschreiber (14165359),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),49700,0.0298707,0
Philipp Kohlschreiber (14165359),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),49900,0.0298707,0
Michael Mmoh (14165360),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),50000,0.0281185,0
Polona Hercog (14165361),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0261101,0
Arantxa Rus (14165362),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Ashleigh Barty (14165317),Serena Williams (14165315),Novak Djokovic (14165314),49900,0.0174553,0
Filip Krajinovic (14165363),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Serena Williams (14165315),Novak Djokovic (14165314),49400,0.0114231,0
Tamara Zidansek (14165364),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Novak Djokovic (14165314),48700,0.00853448,0
Tatsuma Ito (14165365),Caroline Wozniacki (14165346),Caroline Garcia (14165342),Madison Keys (14165318),Roger Federer (14165316),Serena Williams (14165315),48300,0.00853448,0
Gregoire Barrere (14165348),Lin Zhu (14165347),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),50000,0.0501024,0
Benoit Paire (14165349),Lin Zhu (14165347),Caroline Garcia (14165342),Dusan Lajovic (14165327),Roger Federer (14165316),Serena Williams (14165315),49900,0.046971,0
Tommy Paul (14165350),Lin Zhu (14165347),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Roger Federer (14165316),50000,0.0454719,0
Greet Minnen (14165351),Lin Zhu (14165347),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Roger Federer (14165316),50000,0.0470347,0
Marc Polmans (14165352),Lin Zhu (14165347),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Madison Keys (14165318),Serena Williams (14165315),50000,0.0384397,0
Fiona Ferro (14165353),Lin Zhu (14165347),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),50000,0.0424836,0
Nao Hibino (14165354),Lin Zhu (14165347),Caroline Garcia (14165342),Roberto Bautista-Agut (14165319),Madison Keys (14165318),Serena Williams (14165315),49900,0.0386215,0
Cristian Garin (14165355),Lin Zhu (14165347),Caroline Garcia (14165342),Stefanos Tsitsipas (14165320),Roger Federer (14165316),Serena Williams (14165315),50000,0.0462541,0
