"entry_id","contest_id","contest_name","C","C","W","W","W","W","D","D","G","","Instructions"
"1863636897","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1863637848","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1863637853","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1863637857","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","4) You can not use this form to create new entries"
"1863637858","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193",""
"1863637862","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","40144-62310:Tanner Kero","40144-62310","C","Tanner","Tanner Kero","Kero","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-82808:Brett Seney","40144-82808","W","Brett","Brett Seney","Seney","4.4490194881663605","51","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-9085:Cal O'Reilly","40144-9085","C","Cal","Cal O'Reilly","O'Reilly","0","0","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-82842:Dylan Sikura","40144-82842","W","Dylan","Dylan Sikura","Sikura","4.945454452977036","33","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-82852:Eric Robinson","40144-82852","W","Eric","Eric Robinson","Robinson","2.3384615091177134","13","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-15270:Sven Baertschi","40144-15270","W","Sven","Sven Baertschi","Baertschi","9.273077157827524","26","3000","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-54200:Ryan Carpenter","40144-54200","W","Ryan","Ryan Carpenter","Carpenter","4.83076917208158","13","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-97224:Oliver Wahlstrom","40144-97224","W","Oliver","Oliver Wahlstrom","Wahlstrom","2.5142857687813893","7","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-97233:Jesper Boqvist","40144-97233","W","Jesper","Jesper Boqvist","Boqvist","2.133333365122477","3","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-11225:Dale Weise","40144-11225","W","Dale","Dale Weise","Weise","4.635293997970282","51","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-11237:Zac Rinaldo","40144-11237","W","Zac","Zac Rinaldo","Rinaldo","2.53913050112517","23","3000","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-15333:Antoine Roussel","40144-15333","W","Antoine","Antoine Roussel","Roussel","7.667692213792067","65","3000","STL@VAN","VAN","STL","O","Knee","","",""
"","","","","","","","","","","","","","40144-62442:Markus Hannikainen","40144-62442","W","Markus","Markus Hannikainen","Hannikainen","3.8181818181818183","44","3000","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-9196:Matt Martin","40144-9196","W","Matt","Matt Martin","Martin","6.171428680419922","7","3000","OTT@NYI","NYI","OTT","IR","Lower body","","",""
"","","","","","","","","","","","","","40144-37884:Ben Street","40144-37884","C","Ben","Ben Street","Street","4.60952395484561","21","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-68609:Nick Lappin","40144-68609","W","Nick","Nick Lappin","Lappin","2.0363636016845703","11","3000","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-37894:Jayson Megna","40144-37894","W","Jayson","Jayson Megna","Megna","1.6000000635782878","3","3000","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-21521:Phil Varone","40144-21521","W","Phil","Phil Varone","Varone","3.2510638947182513","47","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-68645:MacKenzie MacEachern","40144-68645","W","MacKenzie","MacKenzie MacEachern","MacEachern","5.099999904632568","8","3000","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-68651:Kalle Kossila","40144-68651","W","Kalle","Kalle Kossila","Kossila","4.300000190734863","8","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-66605:Zach Senyshyn","40144-66605","W","Zach","Zach Senyshyn","Senyshyn","9.199999809265137","2","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-82993:Joey Anderson","40144-82993","W","Joey","Joey Anderson","Anderson","5","34","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-66617:Michael Bunting","40144-66617","W","Michael","Michael Bunting","Bunting","4.320000076293946","5","3000","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-66642:Austin Wagner","40144-66642","W","Austin","Austin Wagner","Wagner","6.254545731977983","11","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-9325:Patrick Eaves","40144-9325","W","Patrick","Patrick Eaves","Eaves","1.5999999727521623","7","3000","MIN@ANH","ANH","MIN","O","Undisclosed","","",""
"","","","","","","","","","","","","","40144-66675:Daniel Sprong","40144-66675","W","Daniel","Daniel Sprong","Sprong","7.379364982483879","63","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-66678:Nicolas Roy","40144-66678","C","Nicolas","Nicolas Roy","Roy","16.799999237060547","1","3000","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-11401:Gabriel Bourque","40144-11401","W","Gabriel","Gabriel Bourque","Bourque","4.426666768391927","15","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-66734:J.C. Beaudin","40144-66734","C","J.C.","J.C. Beaudin","Beaudin","1.6","5","3000","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-103624:Brandon Duhaime","40144-103624","W","Brandon","Brandon Duhaime","Duhaime","0","0","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-21710:J.T. Brown","40144-21710","W","J.T.","J.T. Brown","Brown","3.414285659790039","56","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-54518:Patrick Brown","40144-54518","W","Patrick","Patrick Brown","Brown","0","0","3000","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-70910:Michael McLeod","40144-70910","C","Michael","Michael McLeod","McLeod","3.0476190476190474","21","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-70920:German Rubtsov","40144-70920","C","German","German Rubtsov","Rubtsov","2.4000000953674316","2","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-70927:Trent Frederic","40144-70927","C","Trent","Trent Frederic","Frederic","2.346666717529297","15","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-62817:Blake Pietila","40144-62817","W","Blake","Blake Pietila","Pietila","2.9473684210526314","19","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-103805:Danil Yurtaykin","40144-103805","W","Danil","Danil Yurtaykin","Yurtaykin","1.600000023841858","4","3000","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-107990:Joel Kiviranta","40144-107990","W","Joel","Joel Kiviranta","Kiviranta","0","0","3000","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-107995:Andrei Chibisov","40144-107995","W","Andrei","Andrei Chibisov","Chibisov","0","0","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-107994:Eetu Luostarinen","40144-107994","C","Eetu","Eetu Luostarinen","Luostarinen","0","0","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-58906:Chase De Leo","40144-58906","W","Chase","Chase De Leo","De Leo","6.400000095367432","1","3000","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-54816:Max McCormick","40144-54816","W","Max","Max McCormick","McCormick","2.914285659790039","14","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-13932:Matt Read","40144-13932","W","Matt","Matt Read","Read","3.7999998728434243","12","3000","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-104139:Mikael Hakkarainen","40144-104139","C","Mikael","Mikael Hakkarainen","Hakkarainen","0","0","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-104141:Tim Soderlund","40144-104141","C","Tim","Tim Soderlund","Soderlund","0","0","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-42795:Michael McCarron","40144-42795","W","Michael","Michael McCarron","McCarron","0","0","3000","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-116547:Tristan Scherwey","40144-116547","W","Tristan","Tristan Scherwey","Scherwey","0","0","3000","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-14158:Brian Gibbons","40144-14158","W","Brian","Brian Gibbons","Gibbons","2.6666666666666665","6","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-59222:Clark Bishop","40144-59222","W","Clark","Clark Bishop","Bishop","3.0799999237060547","20","3000","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-42841:Nathan Walker","40144-42841","W","Nathan","Nathan Walker","Walker","3.7333332697550454","3","3000","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-12122:Gabriel Dumont","40144-12122","W","Gabriel","Gabriel Dumont","Dumont","2.6666666666666665","3","3000","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-108386:Samuel Asselin","40144-108386","C","Samuel","Samuel Asselin","Asselin","0","0","3000","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-59246:John Quenneville","40144-59246","W","John","John Quenneville","Quenneville","2.568421012476871","19","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-59253:Joshua Ho-Sang","40144-59253","W","Joshua","Joshua Ho-Sang","Ho-Sang","4.079999923706055","10","3000","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-59263:Nicolas Aube-Kubel","40144-59263","W","Nicolas","Nicolas Aube-Kubel","Aube-Kubel","0.3555555608537462","9","3000","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-42915:Valentin Zykov","40144-42915","W","Valentin","Valentin Zykov","Zykov","4.571428571428571","7","3000","VGK@CBJ","VGK","CBJ","O","Suspension","","",""
"","","","","","","","","","","","","","40144-79790:Matthew Highmore","40144-79790","W","Matthew","Matthew Highmore","Highmore","0","0","3000","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-79812:John Hayden","40144-79812","W","John","John Hayden","Hayden","1.8285714558192663","7","3000","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-42973:JC Lipon","40144-42973","W","JC","JC Lipon","Lipon","0","0","3000","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-104423:Nikolai Prokhorkin","40144-104423","C","Nikolai","Nikolai Prokhorkin","Prokhorkin","3.200000047683716","2","3000","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-42984:Justin Bailey","40144-42984","W","Justin","Justin Bailey","Bailey","2.1818181818181817","11","3000","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-42997:Tyrell Goulbourne","40144-42997","W","Tyrell","Tyrell Goulbourne","Goulbourne","2.4000000953674316","2","3000","VGK@CBJ","VGK","CBJ","","","","",""
